"country","year","emissions"
"Venezuela","X2003",16.19
"Venezuela","X2004",16.51
"Venezuela","X2005",16.76
"Venezuela","X2006",16.47
"Venezuela","X2007",16.05
"Venezuela","X2008",16.26
"Venezuela","X2009",15.73
"Venezuela","X2010",15.78
"Venezuela","X2011",16.15
"Venezuela","X2012",17.13
"Venezuela","X2013",16.96
"Venezuela","X2014",16.73
"Venezuela","X2015",15.95
"Venezuela","X2016",13.17
"Venezuela","X2017",12.37
"Venezuela","X2018",11.67
"Venezuela","X2019",10.51
"Vietnam","X1990",0.03
"Vietnam","X1991",0.08
"Vietnam","X1992",0.12
"Vietnam","X1993",0.19
"Vietnam","X1994",0.25
"Vietnam","X1995",0.35
"Vietnam","X1996",0.44
"Vietnam","X1997",0.53
"Vietnam","X1998",0.67
"Vietnam","X1999",0.71
"Vietnam","X2000",0.79
"Vietnam","X2001",1.95
"Vietnam","X2002",2.13
"Vietnam","X2003",2.17
"Vietnam","X2004",2.39
"Vietnam","X2005",2.48
"Vietnam","X2006",2.51
"Vietnam","X2007",2.65
"Vietnam","X2008",2.73
"Vietnam","X2009",2.97
"Vietnam","X2010",3.15
"Vietnam","X2011",2.7
"Vietnam","X2012",2.69
"Vietnam","X2013",2.82
"Vietnam","X2014",2.95
"Vietnam","X2015",3.36
"Vietnam","X2016",3.45
"Vietnam","X2017",3.49
"Vietnam","X2018",4.05
"Vietnam","X2019",4.54
"Yemen","X1990",1.52
"Yemen","X1991",1.59
"Yemen","X1992",1.55
"Yemen","X1993",1.57
"Yemen","X1994",1.84
"Yemen","X1995",1.84
"Yemen","X1996",1.82
"Yemen","X1997",1.87
"Yemen","X1998",1.89
"Yemen","X1999",2
"Yemen","X2000",2.12
"Yemen","X2001",2.13
"Yemen","X2002",2.07
"Yemen","X2003",2.2
"Yemen","X2004",2.16
"Yemen","X2005",2.22
"Yemen","X2006",2.22
"Yemen","X2007",2.19
"Yemen","X2008",2.12
"Yemen","X2009",2.2
"Yemen","X2010",2.25
"Yemen","X2011",2.06
"Yemen","X2012",1.82
"Yemen","X2013",2.15
"Yemen","X2014",2.03
"Yemen","X2015",1.11
"Yemen","X2016",0.88
"Yemen","X2017",0.86
"Yemen","X2018",0.84
"Yemen","X2019",0.87
"Zambia","X1990",7.41
"Zambia","X1991",7.26
"Zambia","X1992",7.11
"Zambia","X1993",6.89
"Zambia","X1994",6.64
"Zambia","X1995",6.45
"Zambia","X1996",5.35
"Zambia","X1997",5.26
"Zambia","X1998",5.24
"Zambia","X1999",4.94
"Zambia","X2000",4.47
"Zambia","X2001",4.89
"Zambia","X2002",5.05
"Zambia","X2003",5.43
"Zambia","X2004",5.34
"Zambia","X2005",5.42
"Zambia","X2006",4.89
"Zambia","X2007",4.97
"Zambia","X2008",5.02
"Zambia","X2009",4.62
"Zambia","X2010",4.94
"Zambia","X2011",5.8
"Zambia","X2012",5.89
"Zambia","X2013",5.78
"Zambia","X2014",5.64
"Zambia","X2015",5.78
"Zambia","X2016",5.55
"Zambia","X2017",5.39
"Zambia","X2018",5.19
"Zambia","X2019",5.12
"Zimbabwe","X1990",4.09
"Zimbabwe","X1991",4.02
"Zimbabwe","X1992",4.02
"Zimbabwe","X1993",3.63
"Zimbabwe","X1994",3.55
"Zimbabwe","X1995",3.49
"Zimbabwe","X1996",3.61
"Zimbabwe","X1997",3.5
"Zimbabwe","X1998",3.59
"Zimbabwe","X1999",3.76
"Zimbabwe","X2000",3.5
"Zimbabwe","X2001",3.58
"Zimbabwe","X2002",3.34
"Zimbabwe","X2003",3.13
"Zimbabwe","X2004",3.12
"Zimbabwe","X2005",3.17
"Zimbabwe","X2006",3.06
"Zimbabwe","X2007",3.08
"Zimbabwe","X2008",2.89
"Zimbabwe","X2009",2.93
"Zimbabwe","X2010",3.11
"Zimbabwe","X2011",3.27
"Zimbabwe","X2012",3.22
"Zimbabwe","X2013",3.16
"Zimbabwe","X2014",2.97
"Zimbabwe","X2015",3.06
"Zimbabwe","X2016",8.26
"Zimbabwe","X2017",8.12
"Zimbabwe","X2018",8.19
"Zimbabwe","X2019",8.05
